"SL No.","UPC Code","Item Name","Category Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
1,8139003003250,"Savlon Twinkle BAby Wips 80pcs","Baby Care",135,180,"ACI Limited",6,6
2,8901012191323,"Johnson's Baby Soap 75g","Baby Care",67,77,"Sohel Brothers",5,5
3,8139003002635,"Twinkle Baby Feeder 90ml","Baby Care",30,55,"ACI Limited",2,2
4,8139003002444,"Savlon Twinkle Baby daiper M 40 pieces","Baby Care",690,950,"ACI Limited",0,0
5,8850851532647,"Angel L size Anti-colic Nipple","Baby Care",161.25,215,"Angel Yellow Care LTD",3,3
6,8850851700398,"Angel Lovely Day ","Baby Care",175,210,"Angel Yellow Care LTD",6,6
7,8904009616632,"Huggies Wonder Pants 5pcs L","Baby Care",185,199,"MultiBrands Ltd",0,0
8,8690239033638,"Mega care pozzy  wet towel wipes 120 pcs","Baby Care",183,210,"UNION BD CONSUMER LTD",7,7
9,8904009616694,"Hugges Wonder Pantes 5pants (S)","Baby Care",151.8,180,"hagis Wonder pants",24,24
10,4710962443109,"Farlin L size Concern","Baby Care",280,338,"Angel Yellow Care LTD",6,6
11,831176010902,"Lil Angels Two Handle Spill proof cup","Baby Care",140,180,"Angel Yellow Care LTD",0,0
12,8901012111024,"jhonsons Baby Powder 100gm","Baby Care",78,87,"S M International",0,0
13,8935126020170,"Freshy Baby Wet Wipes 150 Pieces","Baby Care",145.5,210,"Mela International",8,8
14,4710962141036,"Farlin Siliccone Gum Soother ","Baby Care",103,138,"Angel Yellow Care LTD",1,1
15,8850851511215,"Angel Silicone Nipple x size","Baby Care",25.84,35,"Angel Yellow Care LTD",10,10
16,1403020424105,"Neocare baby diaper 10pcs (XL)","Baby Care",316.21,400,"Incepta Hygiene and Hospicare Ltd",1,1
17,200812061603,"Prodentalb Junior Children Toothpaste strawberry 40g","Baby Care",55,75,"Tradesworth Household Limited",9,9
18,11708121900000,Farli,"Baby Care",0,0,,0,0
19,8904009616724,"Huggies wonder pants .42pcs(S)","Baby Care",720,1120,"MultiBrands Ltd",3,3
20,8941183007054,"Fay Cotton Buds 140 cotton buds","Baby Care",56,75,"KALLOL LTD ",4,4
21,4710962421084,"Farlin Baby Wet Wipes 100Pcs","Baby Care",272.25,363,"Farlin Industrial Ltd",2,2
22,8690536855100,"Molfix Islak Havlu wet wipes","Baby Care",190,220,"FAIR DISTRIBUTION LTD",3,3
23,4710962401239,"Farlin DJ Floss Pick ","Baby Care",210,275,"Farlin Industrial Ltd",5,5
24,8850851701814,"Angel you are ","Baby Care",180,230,"Angel Yellow Care LTD",5,5
25,831177120662,"Angel Cereal Feeder Bottle ","Baby Care",219,250,"Angel Yellow Care LTD",7,7
26,8850851532623,"Angel anti colic nipple 120ml","Baby Care",170,220,"Angel Yellow Care LTD",2,2
27,831177120488,"Lil Angels Silicone Nipple","Baby Care",25.84,39,"Angel Yellow Care LTD",12,12
28,8850007020240,"Johnsons Baby soap 75 g","Baby Care",46,150,"Sohel Brothers",8,8
29,8941100501184,"Meril Baby Brush & Paste  Combo ","Baby Care",56,90,"SQUARE TOILETRIES LIMITED",6,6
30,1403020424303,"Neo Care Baby Diaper 30 pcs XL","Baby Care",818,1200,"Incepta Hygiene and Hospicare Ltd",3,3
31,8850851110012,"Angel M size Anti-Coic Nipple","Baby Care",180,200,"Angel Yellow Care LTD",3,3
32,8850851534092,"Angel M Anti Colic Nipple 3+","Baby Care",190,238,"Angel Yellow Care LTD",1,1
33,8941100501351,"Meril Baby Toothbrush ","Baby Care",47,50,"SQUARE TOILETRIES LIMITED",34,34
34,8901012113394,"Johnsons Baby Oil 200ml","Baby Care",302,338,"Jhonson and Jhonson Pvt Ltd",6,6
35,831176110381,"Lil Angel Baby Bath Sponge","Baby Care",135,185,"Angel Yellow Care LTD",1,1
36,8941100500064,"Meril Baby Orange Toothpaste 45 gm","Baby Care",56,70,"SQUARE TOILETRIES LIMITED",11,11
37,1403020412256,"Neo Care Baby Diaper 25 pcs Large ","Baby Care",580,850,"Incepta Hygiene and Hospicare Ltd",7,7
38,8850851701715,"Angel  Food Feeder 140ml","Baby Care",150,188,"Angel Yellow Care LTD",3,3
39,8904009616748,"Huggies Wonder Pants 28 pcs XL","Baby Care",720,1030,"MultiBrands Ltd",0,0
40,8850851700428,"Angel Liquid Cleanser 300ml","Baby Care",187.5,250,"Angel Yellow Care LTD",0,0
41,9556311891291,"Prodental B Children Toothbrush ","Baby Care",33,55,"Tradesworth Household Limited",5,5
42,8809340490852,"Angeur Baby wet Tissue 80 OH","Baby Care",165,215,,13,13
43,831177120624,"Lil Angels Lollipop Ring Rattle","Baby Care",135,170,"Angel Yellow Care LTD",5,5
44,831176110862,"Lil Angels","Baby Care",30,50,"Angel Yellow Care LTD",5,5
45,8139003002369,"Savlon Baby Wipes 60 pcs","Baby Care",126,150,"ACI Limited",13,13
46,8904009617042,"Hugges Wonder Pants S 48 Pants ","Baby Care",956,1290,"hagis Wonder pants",0,0
47,1403020413253,"Neo Care Baby Diaper 25 pcs (Medium 4-9 kg)","Baby Care",593,750,"Incepta Hygiene and Hospicare Ltd",6,6
48,8850007100140,"Johnsons Bath Time Abby Giftset ","Baby Care",750,1350,"Home Plus Own Collection",0,0
49,4710962431397,"Farlin DJ Anti BFN Aspirator","Baby Care",225,275,"Farlin Industrial Ltd",4,4
50,8904009616663,"Huggies Wonder pants 32pcs(L)","Baby Care",720,1030,"MultiBrands Ltd",4,4
51,1403020413321,"NeoCare Baby Diaper m32pcs","Baby Care",655,960,"Incepta Hygiene and Hospicare Ltd",5,5
52,8850851534085♪,"Angel L Anti Colic Nipple 6+","Baby Care",0,0,"Angel Yellow Care LTD",0,0
53,8139003002154,"Savlon Twinkle Baby Diaper 24pcs XL","Baby Care",1,750,"ACI Limited",11,11
54,815176110206,"Lil Angels Feed & Fun Time 125ml","Baby Care",0,0,"Angel Yellow Care LTD",0,0
55,8850851535372,"Angel anti colic nipple150ml","Baby Care",220,270,"Angel Yellow Care LTD",1,1
56,8941100500255,"Meril Baby Olive Oil 100 ml","Baby Care",183,210,"SQUARE TOILETRIES LIMITED",3,3
57,831177120617,"Lil Angels Nasal Aspirator","Baby Care",110,150,"Angel Yellow Care LTD",6,6
58,11708121909400,"jhonsons Baby Feeder 150ml","Baby Care",100,130,"S M International",1,1
59,8850851532630,"Angel StonyShape Bottle RBA-2C2","Baby Care",140,175,"Angel Yellow Care LTD",7,7
60,11712252472400,"Johnson's Baby wipes 220pcs","Baby Care",0,0,"S M International",0,0
61,8904009616755,"Huggies Wonder Pants XL 42 Pants ","Baby Care",950,1280,"hagis Wonder pants",0,0
62,8901012114032,"Johnsons baby cream 100g","Baby Care",180,215,"Jhonson and Jhonson Pvt Ltd",1,1
63,8850851110029,"Angel L size 240ml","Baby Care",180,213,"Angel Yellow Care LTD",3,3
64,8904009616731,"Huggies Wonder Pants 16pcs XL","Baby Care",460,645,"MultiBrands Ltd",0,0
65,5000347005435,"Johnsons Baby  smapo 150ml","Baby Care",180,235,"Mela International",3,3
66,9556006060308,"Jonsons baby bath milk+rice 100ml","Baby Care",137,159,"Jhonson and Jhonson Pvt Ltd",4,4
67,8850851700411,"Angell Liquid Cleanser 500ml","Baby Care",250,300,"Angel Yellow Care LTD",0,0
68,9556311891116,"ProdentalB Junior Toothbrush ","Baby Care",75,105,"Tradesworth Household Limited",10,10
69,8941100500279,"Meril Baby Powder 100gm","Baby Care",60,80,"SQUARE TOILETRIES LIMITED",4,4
70,4710962441938,"Farlin the easy feeder","Baby Care",220,275,"Farlin Industrial Ltd",4,4
71,8139003002659,"TWinkle Baby  Feeder 240ml","Baby Care",55,85,"ACI Limited",7,7
72,8410179001784,"Borges Olive Baby Oil 125ml","Baby Care",170,200,"Angel Yellow Care LTD",3,3
73,8850851700855,"Angel Step Trining Cup DCA04S2","Baby Care",220,286,"Angel Yellow Care LTD",0,0
74,8904009616595,"Huggies Wonder Pants M 56 Pants ","Baby Care",950,1280,"hagis Wonder pants",1,1
75,8850007100133,"Johnsons Bath TimeBaby Giftset s","Baby Care",470,690,"Home Plus Own Collection",1,1
76,4710962224210,"Farlin Silicone Nipple 2nd Step","Baby Care",48,63,"Farlin Industrial Ltd",4,4
77,9556006060001,"Jonsons baby bath milk+rice 200ml","Baby Care",207,260,"Jhonson and Jhonson Pvt Ltd",5,5
78,8850851700237,"Angel Power Puff with Sound","Baby Care",188,250,"Angel Yellow Care LTD",2,2
79,8139003002130,"Twinkle baby diaper 4pcs(L)","Baby Care",1,125,"ACI Limited",105,105
80,831177120501,"Lil Angels Biberon 125ml Sterilisable","Baby Care",150,180,"Angel Yellow Care LTD",1,1
81,8901012114025,"Jhonsons Baby Cream 50gm","Baby Care",113,138,"S M International",1,1
82,8850851532616,"stony angel 6+","Baby Care",175,213,"Angel Yellow Care LTD",0,0
83,8901012116340,"Jhonsons Baby shampoo 100ml","Baby Care",125,150,"S M International",0,0
84,1403020413505,"NeoCare Baby Diaper m50pcs","Baby Care",955,1400,"Incepta Hygiene and Hospicare Ltd",2,2
85,4710962432004,"Farlin Baby FEeding Bottle Wash 500ml","Baby Care",320,410,"Farlin Industrial Ltd",1,1
86,11804022734800,"Johonsons Baby Wipes 1850 cm+","Baby Care",248.6,360,"sm International Ltd ",7,7
87,8901012189108,"Clean & Clear Natural Bright Face Wash 50ML","Baby Care",56,77,"Jhonson and Jhonson Pvt Ltd",2,2
88,1403020412508,"Neocare baby diaper 50pcs(large)","Baby Care",1091,1600,"Incepta Hygiene and Hospicare Ltd",2,2
89,1403020413109,"Neo Care Baby Diaper 10 pcs Medium","Baby Care",237.2,300,"Incepta Hygiene and Hospicare Ltd",7,7
90,4710962224203,"Farlin Silicone Nipple 1Step ","Baby Care",50,63,"Farlin Industrial Ltd",0,0
91,8904009616601,"Huggies Wonder pants 38pcs(M)","Baby Care",720,1120,"MultiBrands Ltd",4,4
92,8901012191354,"Jonsons baby bath milk soap 75g","Baby Care",67,77,"Jhonson and Jhonson Pvt Ltd",4,4
93,8850851700336,"Angel Bottle Brush ","Baby Care",130,163,"Angel Yellow Care LTD",25,25
