"SL No.","UPC Code","Item Name","Category Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
1,8850851534092,"Angel M Anti Colic Nipple 3+","Baby Care",190,238,"Angel Yellow Care LTD",1,1
2,8941100501351,"Meril Baby Toothbrush ","Baby Care",47,50,"SQUARE TOILETRIES LIMITED",22,22
3,8850007100133,"Johnsons Bath TimeBaby Giftset s","Baby Care",470,690,"Home Plus Own Collection",1,1
4,831176110381,"Lil Angel Baby Bath Sponge","Baby Care",135,185,"Angel Yellow Care LTD",1,1
5,8941100500064,"Meril Baby Orange Toothpaste 45 gm","Baby Care",56,70,"SQUARE TOILETRIES LIMITED",33,33
6,1403020413253,"Neo Care Baby Diaper 25 pcs (Medium 4-9 kg)","Baby Care",593,750,"Incepta Hygiene and Hospicare Ltd",3,3
7,8904009616663,"Huggies Wonder pants 32pcs(L)","Baby Care",650,1030,"MultiBrands Ltd",4,4
8,8850851532616,"stony angel 6+","Baby Care",190,220,"Angel Yellow Care LTD",0,0
9,8139003002154,"Savlon Twinkle Baby Diaper 24pcs XL","Baby Care",1,750,"ACI Limited",9,9
10,8850851110012,"Angel M size Anti-Coic Nipple","Baby Care",180,200,"Angel Yellow Care LTD",3,3
11,8850002012547,"Kodomo Baby Shampo 100ML","Baby Care",125,150,"World malti Trade ",2,2
12,4710962433049,"Farlin baby pants waterproof","Baby Care",160,200,"Farlin Industrial Ltd",14,14
13,8888300120060,"Kodomo Soft& Slim brush ","Baby Care",110,150,"Pentagon international ltd ",6,6
14,8850851700428,"Angel Liquid Cleanser 300ml","Baby Care",220,250,"Angel Yellow Care LTD",2,2
15,9556311891291,"Prodental B Children Toothbrush ","Baby Care",35,55,"Tradesworth Household Limited",15,15
16,831177120624,"Lil Angels Lollipop Ring Rattle","Baby Care",135,170,"Angel Yellow Care LTD",5,5
17,831176110862,"Lil Angels","Baby Care",30,50,"Angel Yellow Care LTD",5,5
18,8904009616731,"Huggies Wonder Pants 16pcs XL","Baby Care",460,645,"MultiBrands Ltd",0,0
19,8850851701715,"Angel  Food Feeder 140ml","Baby Care",150,188,"Angel Yellow Care LTD",1,1
20,8901012116562,"Johnsons Baby Powder 100g","Baby Care",78,87,"Jhonson and Jhonson Pvt Ltd",10,10
21,8901012114186,"Johnson's Baby Milk Cream 50 gm","Baby Care",128,154,"Q  Q TRADING LTD",3,3
22,8850851700329,"Angel Bottle Brush 02","Baby Care",120,150,"Angel Yellow Care LTD",0,0
23,8901012116685,"Johnsons Baby Milk Soap 75g","Baby Care",65,77,"Jhonson and Jhonson Pvt Ltd",8,8
24,8888300120084,"Kodomo soft baby brush ","Baby Care",110,150,"Pentagon international ltd ",4,4
25,8850851534085♪,"Angel L Anti Colic Nipple 6+","Baby Care",0,0,"Angel Yellow Care LTD",0,0
26,815176110206,"Lil Angels Feed & Fun Time 125ml","Baby Care",0,0,"Angel Yellow Care LTD",0,0
27,1403020419255,"Neo Care Baby Diaper 25 pcs small","Baby Care",426,625,"Incepta Hygiene and Hospicare Ltd",5,5
28,831177120617,"Lil Angels Nasal Aspirator","Baby Care",110,150,"Angel Yellow Care LTD",5,5
